 Date,USDJPY Open,USDJPY Low,USDJPY High,USDJPY Close,USDJPY Adj. Close
7/12/2019,108.496,107.807,108.607,107.8725,107.8725
7/11/2019,108.4375,107.864,108.53,108.4985,108.4985
7/10/2019,108.8705,108.35,108.988,108.463,108.463
7/9/2019,108.7235,108.685,108.961,108.8555,108.8555
7/8/2019,108.4865,108.284,108.798,108.7275,108.7275
7/5/2019,107.82,107.7845,108.623,108.494,108.494
7/4/2019,107.833,107.7145,107.839,107.82,107.82
7/3/2019,107.9005,107.539,107.918,107.833,107.833
7/2/2019,108.45,107.774,108.47,107.8805,107.8805
7/1/2019,108.2595,108.111,108.527,108.454,108.454
6/28/2019,107.8155,107.5685,107.902,107.884,107.884
6/27/2019,107.801,107.6575,108.156,107.795,107.795
6/26/2019,107.1875,107.1095,107.848,107.793,107.793
6/25/2019,107.2785,106.784,107.4045,107.214,107.214
6/24/2019,107.3205,107.254,107.5235,107.2985,107.2985
6/21/2019,107.283,107.051,107.721,107.3105,107.3105
6/20/2019,108.0965,107.22,108.142,107.2935,107.2935
6/19/2019,108.4455,107.9305,108.6075,108.1055,108.1055
6/18/2019,108.5425,108.083,108.661,108.464,108.464
6/17/2019,108.5245,108.475,108.7185,108.573,108.573
6/14/2019,108.3695,108.168,108.585,108.54,108.54
6/13/2019,108.485,108.168,108.5385,108.3545,108.3545
6/12/2019,108.5285,108.221,108.563,108.502,108.502
6/11/2019,108.442,108.351,108.799,108.5225,108.5225
6/10/2019,108.368,108.3515,108.71,108.4445,108.4445
6/7/2019,108.4105,107.894,108.6085,108.183,108.183
6/6/2019,108.4465,108.036,108.5595,108.409,108.409
6/5/2019,108.1395,107.836,108.4825,108.4655,108.4655
6/4/2019,108.07,107.853,108.354,108.149,108.149
6/3/2019,108.298,107.8865,108.4465,108.078,108.078
5/31/2019,109.616,108.3455,109.6205,108.359,108.359
5/30/2019,109.575,109.488,109.923,109.6235,109.6235
5/29/2019,109.381,109.152,109.6905,109.5935,109.5935
5/28/2019,109.466,109.218,109.625,109.373,109.373
5/27/2019,109.3365,109.2935,109.5745,109.512,109.512
5/24/2019,109.613,109.286,109.7245,109.2935,109.2935
5/23/2019,110.347,109.4645,110.357,109.6165,109.6165
5/22/2019,110.509,110.245,110.624,110.3575,110.3575
5/21/2019,110.0845,110.0235,110.671,110.5,110.5
5/20/2019,110.147,109.813,110.298,110.062,110.062
5/17/2019,109.85,109.509,110.167,110.0325,110.0325
5/16/2019,109.5895,109.3445,109.9605,109.854,109.854
5/15/2019,109.6265,109.172,109.699,109.6,109.6
5/14/2019,109.304,109.1515,109.772,109.6185,109.6185
5/13/2019,109.79,109.028,109.843,109.298,109.298
5/10/2019,109.778,109.511,110.0475,109.958,109.958
5/9/2019,110.095,109.482,110.1145,109.7045,109.7045
5/8/2019,110.25,109.919,110.295,110.0985,110.0985
5/7/2019,110.7215,110.178,110.85,110.2785,110.2785
5/6/2019,110.647,110.301,110.952,110.7455,110.7455
5/3/2019,111.506,111.0715,111.6355,111.095,111.095
5/2/2019,111.384,111.3525,111.661,111.524,111.524
5/1/2019,111.432,111.054,111.598,111.387,111.387
4/30/2019,111.6545,111.2395,111.69,111.429,111.429
4/29/2019,111.5765,111.549,111.891,111.6545,111.6545
4/26/2019,111.6205,111.433,112,111.6295,111.6295
4/25/2019,112.137,111.402,112.2325,111.6295,111.6295
4/24/2019,111.875,111.693,112.401,112.1905,112.1905
4/23/2019,111.918,111.665,112.026,111.865,111.865
4/22/2019,111.9285,111.86,111.9885,111.942,111.942
4/19/2019,111.9655,111.903,112.003,111.921,111.921
4/18/2019,112.0575,111.785,112.063,111.975,111.975
4/17/2019,112.0105,111.929,112.164,112.052,112.052
4/16/2019,112.023,111.853,112.0405,111.9985,111.9985
4/15/2019,111.9705,111.894,112.092,112.0375,112.0375
4/12/2019,111.662,111.588,112.092,112.0045,112.0045
4/11/2019,111.0085,110.9065,111.6935,111.665,111.665
4/10/2019,111.134,110.8455,111.2495,111.015,111.015
4/9/2019,111.473,110.9885,111.575,111.14,111.14
4/8/2019,111.7155,111.292,111.766,111.4775,111.4775
4/5/2019,111.658,111.598,111.821,111.6955,111.6955
4/4/2019,111.4835,111.341,111.673,111.6635,111.6635
4/3/2019,111.3525,111.214,111.5625,111.4925,111.4925
4/2/2019,111.35,111.262,111.4555,111.32,111.32
4/1/2019,110.9755,110.86,111.4375,111.35,111.35
3/29/2019,110.6455,110.554,110.947,110.8185,110.8185
3/28/2019,110.4945,110.0375,110.822,110.6295,110.6295
3/27/2019,110.742,110.251,110.742,110.5145,110.5145
3/26/2019,109.9695,109.9395,110.678,110.63,110.63
3/25/2019,109.9485,109.738,110.2335,109.97,109.97
3/22/2019,110.818,109.747,110.8925,109.9565,109.9565
3/21/2019,110.68,110.301,110.955,110.817,110.817
3/20/2019,111.3965,110.538,111.691,110.71,110.71
3/19/2019,111.4155,111.161,111.471,111.3985,111.3985
3/18/2019,111.491,111.3065,111.625,111.4285,111.4285
3/15/2019,111.665,111.384,111.8945,111.4895,111.4895
3/14/2019,111.1595,111.152,111.824,111.7005,111.7005
3/13/2019,111.355,111.0085,111.455,111.1665,111.1665
3/12/2019,111.1875,111.116,111.464,111.363,111.363
3/11/2019,111.028,110.884,111.292,111.207,111.207
3/8/2019,111.578,110.849,111.65,111.131,111.131
3/7/2019,111.7765,111.485,111.8485,111.624,111.624
3/6/2019,111.8655,111.622,111.918,111.7555,111.7555
3/5/2019,111.753,111.727,112.113,111.871,111.871
3/4/2019,111.8645,111.6455,112.0115,111.6965,111.6965
3/1/2019,111.3975,111.338,112.067,111.9835,111.9835
2/28/2019,110.9945,110.664,111.4915,111.467,111.467
2/27/2019,110.5745,110.3605,111.0675,110.9855,110.9855
2/26/2019,111.0355,110.4365,111.074,110.5655,110.5655
2/25/2019,110.677,110.5885,111.233,111.033,111.033
2/22/2019,110.7085,110.564,110.901,110.6785,110.6785
2/21/2019,110.85,110.5985,110.8675,110.7025,110.7025
2/20/2019,110.6445,110.549,110.949,110.841,110.841
2/19/2019,110.6055,110.455,110.821,110.609,110.609
2/18/2019,110.47,110.455,110.612,110.585,110.585
2/15/2019,110.4465,110.262,110.64,110.4075,110.4075
2/14/2019,110.979,110.467,111.119,110.5205,110.5205
2/13/2019,110.4825,110.433,111.012,110.9985,110.9985
2/12/2019,110.3705,110.3485,110.6455,110.476,110.476
2/11/2019,109.79,109.78,110.4685,110.398,110.398
2/8/2019,109.8155,109.65,109.894,109.798,109.798
2/7/2019,109.9695,109.613,110.0745,109.8545,109.8545
2/6/2019,109.976,109.563,110.015,109.949,109.949
2/5/2019,109.882,109.789,110.0385,109.943,109.943
2/4/2019,109.5205,109.436,110.161,109.935,109.935
2/1/2019,108.89,108.7345,109.578,109.5135,109.5135
1/31/2019,109.035,108.505,109.068,108.9195,108.9195
1/30/2019,109.316,108.817,109.738,108.9495,108.9495
1/29/2019,109.3545,109.1395,109.5365,109.348,109.348
1/28/2019,109.5495,109.168,109.5805,109.378,109.378
1/25/2019,109.6445,109.4975,109.948,109.519,109.519
1/24/2019,109.6205,109.433,109.797,109.607,109.607
1/23/2019,109.3705,109.326,109.973,109.616,109.616
1/22/2019,109.6675,109.153,109.683,109.409,109.409
1/21/2019,109.725,109.477,109.7605,109.683,109.683
1/18/2019,109.24,109.06,109.882,109.746,109.746
1/17/2019,109.1295,108.697,109.3975,109.237,109.237
1/16/2019,108.68,108.373,109.193,109.028,109.028
1/15/2019,108.16,108.142,108.741,108.6635,108.6635
1/14/2019,108.566,108,108.566,108.199,108.199
1/11/2019,108.4345,108.164,108.576,108.548,108.548
1/10/2019,108.1515,107.775,108.4825,108.479,108.479
1/9/2019,108.755,107.999,108.988,108.007,108.007
1/8/2019,108.722,108.463,109.0745,108.7645,108.7645
1/7/2019,108.5405,108.039,108.747,108.705,108.705
1/4/2019,107.6695,107.5295,108.5815,108.4605,108.4605
1/3/2019,108.8315,105.213,108.9035,107.528,107.528
1/2/2019,109.6695,108.735,109.7215,109.0815,109.0815
12/31/2018,110.3115,109.564,110.473,109.61,109.61
12/28/2018,111.0105,110.167,111.025,110.2095,110.2095
12/27/2018,111.314,110.4595,111.3395,110.9895,110.9895
12/26/2018,110.28,110.149,111.408,111.3415,111.3415
12/25/2018,110.4525,110.0105,110.4555,110.2975,110.2975
12/24/2018,110.98,110.2725,111.189,110.4775,110.4775
12/19/2018,112.515,112.0925,112.625,112.5855,112.5855
12/18/2018,112.8325,112.251,112.8545,112.56,112.56
12/17/2018,113.36,112.686,113.5205,112.748,112.748
12/14/2018,113.58,113.22,113.669,113.3915,113.3915
12/13/2018,113.338,113.2055,113.705,113.601,113.601
12/12/2018,113.375,113.1575,113.5205,113.186,113.186
12/11/2018,113.35,113.016,113.465,113.3695,113.3695
12/10/2018,112.656,112.254,113.293,113.278,113.278
12/7/2018,112.675,112.563,112.9245,112.629,112.629
12/6/2018,113.2,112.244,113.211,112.711,112.711
12/5/2018,112.7675,112.654,113.2425,113.2305,113.2305
12/4/2018,113.635,112.588,113.6635,112.836,112.836
12/3/2018,113.6755,113.379,113.8185,113.661,113.661
11/30/2018,113.4795,113.3485,113.6965,113.5055,113.5055
11/29/2018,113.677,113.2085,113.677,113.3915,113.3915
11/28/2018,113.7995,113.463,114.022,113.629,113.629
11/27/2018,113.5805,113.42,113.843,113.777,113.777
11/26/2018,112.9245,112.881,113.6485,113.6165,113.6165
11/23/2018,112.9655,112.6725,113.01,112.9225,112.9225
11/22/2018,113.082,112.8875,113.128,112.958,112.958
11/21/2018,112.7865,112.652,113.1455,113.067,113.067
11/20/2018,112.527,112.3095,112.836,112.6785,112.6785
11/19/2018,112.8305,112.428,112.87,112.548,112.548
11/16/2018,113.622,112.649,113.6295,112.8025,112.8025
11/15/2018,113.616,113.104,113.695,113.5625,113.5625
11/14/2018,113.8535,113.3055,114.0075,113.5,113.5
11/13/2018,113.847,113.595,114.143,113.7735,113.7735
11/12/2018,113.8855,113.669,114.1905,113.763,113.763
11/9/2018,114.0825,113.655,114.0825,113.796,113.796
11/8/2018,113.5635,113.4735,114.001,113.9955,113.9955
11/7/2018,113.3435,112.954,113.794,113.5195,113.5195
11/6/2018,113.198,113.113,113.494,113.4615,113.4615
11/5/2018,113.195,113.081,113.316,113.218,113.218
11/2/2018,112.704,112.564,113.3095,113.2115,113.2115
11/1/2018,112.951,112.61,113.0415,112.7205,112.7205
10/31/2018,113.1515,112.8085,113.3835,112.945,112.945
10/30/2018,112.378,112.312,113.131,113.131,113.131
10/29/2018,111.88,111.787,112.554,112.373,112.373
10/26/2018,112.4225,111.4195,112.4425,111.9125,111.9125
10/25/2018,112.225,111.838,112.67,112.4345,112.4345
10/24/2018,112.433,112.113,112.741,112.256,112.256
10/23/2018,112.8175,111.976,112.8375,112.4445,112.4445
10/22/2018,112.597,112.354,112.884,112.823,112.823
10/19/2018,112.167,112.152,112.617,112.5255,112.5255
10/18/2018,112.682,111.975,112.7165,112.2185,112.2185
10/17/2018,112.2705,112.021,112.673,112.65,112.65
10/16/2018,111.783,111.7345,112.335,112.259,112.259
10/15/2018,112.1395,111.628,112.232,111.774,111.774
10/12/2018,112.1185,111.895,112.4885,112.189,112.189
10/11/2018,112.2735,111.8655,112.514,112.1605,112.1605
10/10/2018,112.988,112.2605,113.276,112.2795,112.2795
10/9/2018,113.21,112.8795,113.381,112.96,112.96
10/8/2018,113.8065,112.8305,113.9395,113.2345,113.2345
10/5/2018,113.922,113.573,114.09,113.6835,113.6835
10/4/2018,114.472,113.656,114.55,113.9315,113.9315
10/3/2018,113.6365,113.5325,114.5405,114.5345,114.5345
10/2/2018,113.9245,113.5385,114.0125,113.663,113.663
10/1/2018,113.7425,113.7095,114.054,113.908,113.908
9/28/2018,113.383,113.33,113.6905,113.6855,113.6855
9/27/2018,112.7265,112.574,113.4505,113.378,113.378
9/26/2018,112.97,112.644,113.1305,112.719,112.719
9/25/2018,112.7645,112.7465,112.9775,112.976,112.976
9/24/2018,112.487,112.4435,112.818,112.7995,112.7995
9/21/2018,112.4705,112.436,112.872,112.5835,112.5835
9/20/2018,112.2965,112.0535,112.583,112.4895,112.4895
9/19/2018,112.359,112.165,112.439,112.2805,112.2805
9/18/2018,111.876,111.6815,112.389,112.365,112.365
9/17/2018,112.0265,111.7705,112.1185,111.857,111.857
9/14/2018,111.9395,111.7605,112.161,111.9975,111.9975
9/13/2018,111.2975,111.1725,111.9915,111.9345,111.9345
9/12/2018,111.6255,111.124,111.6445,111.262,111.262
9/11/2018,111.0995,111.07,111.6395,111.5945,111.5945
9/10/2018,111.0985,110.876,111.247,111.143,111.143
9/7/2018,110.735,110.4045,111.241,111.0345,111.0345
9/6/2018,111.5235,110.5235,111.5295,110.756,110.756
9/5/2018,111.4,111.37,111.756,111.536,111.536
9/4/2018,111.0375,110.915,111.53,111.3955,111.3955
9/3/2018,111.0815,110.8545,111.1845,111.0405,111.0405
8/31/2018,110.9805,110.693,111.1255,111.0965,111.0965
8/30/2018,111.7025,110.9625,111.7555,110.9965,110.9965
8/29/2018,111.197,111.125,111.8125,111.682,111.682
8/28/2018,111.0865,110.985,111.351,111.198,111.198
8/27/2018,111.3345,110.946,111.347,111.0825,111.0825
8/24/2018,111.2625,111.113,111.484,111.2425,111.2425
8/23/2018,110.5695,110.527,111.304,111.274,111.274
8/22/2018,110.25,110.0295,110.61,110.5575,110.5575
8/21/2018,110.0665,109.778,110.536,110.309,110.309
8/20/2018,110.6,110.021,110.68,110.068,110.068
8/17/2018,110.881,110.327,111.0395,110.531,110.531
8/16/2018,110.7185,110.466,111.1105,110.903,110.903
8/15/2018,111.152,110.45,111.4285,110.7445,110.7445
8/14/2018,110.6875,110.613,111.303,111.1575,111.1575
8/13/2018,110.476,110.118,110.919,110.6855,110.6855
8/10/2018,111.081,110.5255,111.1695,110.7995,110.7995
8/9/2018,110.9975,110.714,111.181,111.082,111.082
8/8/2018,111.378,110.847,111.426,110.951,110.951
8/7/2018,111.408,111.0085,111.473,111.3825,111.3825
8/6/2018,111.232,111.161,111.527,111.4095,111.4095
8/3/2018,111.644,111.104,111.798,111.2735,111.2735
8/2/2018,111.7215,111.351,111.7275,111.6595,111.6595
8/1/2018,111.838,111.4125,112.149,111.7375,111.7375
7/31/2018,111.0375,110.8575,111.952,111.84,111.84
7/30/2018,110.93,110.8965,111.16,111.0265,111.0265
7/27/2018,111.2335,110.803,111.248,110.9985,110.9985
7/26/2018,110.9865,110.614,111.245,111.233,111.233
7/25/2018,111.189,110.683,111.3725,110.984,110.984
7/24/2018,111.341,110.971,111.506,111.2025,111.2025
7/23/2018,111.3825,110.777,111.526,111.3485,111.3485
7/20/2018,112.451,111.421,112.612,111.4715,111.4715
7/19/2018,112.8545,112.0895,113.146,112.46,112.46
7/18/2018,112.8645,112.735,113.1335,112.8615,112.8615
7/17/2018,112.2895,112.238,112.924,112.8795,112.8795
7/16/2018,112.216,112.216,112.555,112.29,112.29
7/13/2018,112.5135,112.279,112.797,112.351,112.351
7/12/2018,111.9975,111.9245,112.614,112.5545,112.5545
7/11/2018,110.9225,110.786,112.1475,112.0285,112.0285
7/10/2018,110.8035,110.7995,111.347,110.9955,110.9955
7/9/2018,110.4505,110.378,110.904,110.848,110.848
7/6/2018,110.5785,110.387,110.7825,110.418,110.418
7/5/2018,110.4555,110.298,110.7065,110.644,110.644
7/4/2018,110.604,110.283,110.613,110.487,110.487
7/3/2018,110.8725,110.512,111.127,110.597,110.597
7/2/2018,110.624,110.6165,111.0555,110.899,110.899
6/29/2018,110.4955,110.385,110.923,110.687,110.687
6/28/2018,110.257,109.9855,110.645,110.491,110.491
6/27/2018,110.041,109.6875,110.482,110.265,110.265
6/26/2018,109.768,109.388,110.185,110.052,110.052
6/25/2018,109.872,109.384,110.0015,109.78,109.78
6/22/2018,109.988,109.827,110.211,109.9605,109.9605
6/21/2018,110.362,109.8455,110.753,109.9895,109.9895
6/20/2018,110.0905,109.8675,110.45,110.357,110.357
6/19/2018,110.555,109.5565,110.57,110.064,110.064
6/18/2018,110.7215,110.318,110.737,110.5495,110.5495
6/15/2018,110.6525,110.406,110.902,110.658,110.658
6/14/2018,110.3425,109.926,110.692,110.632,110.632
6/13/2018,110.378,110.2805,110.8255,110.3405,110.3405
6/12/2018,110.037,109.997,110.4825,110.372,110.372
6/11/2018,109.3275,109.3275,110.116,110.0355,110.0355
6/8/2018,109.686,109.208,109.844,109.463,109.463
6/7/2018,110.183,109.5075,110.217,109.7005,109.7005
6/6/2018,109.8075,109.7945,110.257,110.182,110.182
6/5/2018,109.782,109.491,109.9915,109.7875,109.7875
6/4/2018,109.467,109.381,109.848,109.814,109.814
6/1/2018,108.816,108.732,109.72,109.5255,109.5255
5/31/2018,108.8975,108.402,108.987,108.82,108.82
5/30/2018,108.746,108.354,109.063,108.908,108.908
5/29/2018,109.4175,108.126,109.469,108.775,108.775
5/28/2018,109.7395,109.2555,109.823,109.4155,109.4155
5/25/2018,109.25,109.1365,109.7305,109.554,109.554
5/24/2018,110.102,108.982,110.104,109.2485,109.2485
5/23/2018,110.9165,109.568,110.9195,110.0785,110.0785
5/22/2018,111.035,110.804,111.1785,110.9025,110.9025
5/21/2018,110.8795,110.8295,111.396,111.057,111.057
5/18/2018,110.762,110.616,111.0775,110.72,110.72
5/17/2018,110.3825,110.089,110.856,110.7605,110.7605
5/16/2018,110.346,110.048,110.4035,110.3965,110.3965
5/15/2018,109.664,109.6615,110.45,110.35,110.35
5/14/2018,109.342,109.211,109.667,109.6625,109.6625
5/11/2018,109.396,109.167,109.56,109.3215,109.3215
5/10/2018,109.717,109.3295,109.989,109.399,109.399
5/9/2018,109.1325,109.015,109.822,109.7445,109.7445
5/8/2018,109.082,108.848,109.333,109.1255,109.1255
5/7/2018,109.1195,108.763,109.387,109.095,109.095
5/4/2018,109.192,108.661,109.27,109.0785,109.0785
5/3/2018,109.839,108.938,109.912,109.1995,109.1995
5/2/2018,109.8645,109.5995,109.99,109.854,109.854
5/1/2018,109.3305,109.244,109.887,109.866,109.866
4/30/2018,109.0775,109.03,109.447,109.3435,109.3435
4/27/2018,109.289,108.999,109.518,109.089,109.089
4/26/2018,109.4255,109.0775,109.457,109.3005,109.3005
4/25/2018,108.829,108.794,109.4525,109.426,109.426
4/24/2018,108.711,108.555,109.185,108.8185,108.8185
4/23/2018,107.7885,107.6715,108.752,108.706,108.706
4/20/2018,107.3765,107.3585,107.851,107.5935,107.5935
4/19/2018,107.232,107.1855,107.515,107.3675,107.3675
4/18/2018,107.0075,107.0015,107.381,107.226,107.226
4/17/2018,107.1205,106.8855,107.202,107.004,107.004
4/16/2018,107.445,107.043,107.6025,107.116,107.116
4/13/2018,107.3205,107.208,107.7765,107.366,107.366
4/12/2018,106.7985,106.708,107.416,107.3195,107.3195
4/11/2018,107.2185,106.658,107.2455,106.7935,106.7935
4/10/2018,106.783,106.634,107.393,107.202,107.202
4/9/2018,106.967,106.637,107.202,106.775,106.775
4/6/2018,107.4085,106.7825,107.458,106.975,106.975
4/5/2018,106.767,106.72,107.485,107.384,107.384
4/4/2018,106.6235,106.0065,106.848,106.777,106.777
4/3/2018,105.8945,105.698,106.655,106.613,106.613
4/2/2018,106.2295,105.664,106.449,105.8945,105.8945
3/30/2018,106.431,106.127,106.54,106.2815,106.2815
3/29/2018,106.8505,106.271,106.926,106.4265,106.4265
3/28/2018,105.342,105.3355,107.001,106.8505,106.8505
3/27/2018,105.408,105.3295,105.903,105.34,105.34
3/26/2018,104.652,104.649,105.4735,105.405,105.405
3/23/2018,105.3375,104.679,105.3375,104.8165,104.8165
3/22/2018,106.0505,105.274,106.0865,105.283,105.283
3/21/2018,106.5345,105.887,106.6295,106.0535,106.0535
3/20/2018,106.0915,105.939,106.598,106.5345,106.5345
3/19/2018,105.9305,105.682,106.298,106.0965,106.0965
3/16/2018,106.369,105.607,106.3825,106.0475,106.0475
3/15/2018,106.302,105.8,106.414,106.3435,106.3435
3/14/2018,106.57,106.082,106.738,106.3205,106.3205
3/13/2018,106.422,106.2585,107.2735,106.5765,106.5765
3/12/2018,106.6725,106.333,106.97,106.423,106.423
3/9/2018,106.245,106.1645,107.05,106.796,106.796
3/8/2018,106.0825,105.908,106.313,106.218,106.218
3/7/2018,106.134,105.46,106.223,106.0655,106.0655
3/6/2018,106.2065,105.86,106.461,106.113,106.113
3/5/2018,105.5385,105.3605,106.235,106.1995,106.1995
3/2/2018,106.2305,105.265,106.287,105.7225,105.7225
3/1/2018,106.6745,106.1705,107.185,106.235,106.235
2/28/2018,107.329,106.583,107.518,106.6785,106.6785
